Country,Coach,player_pos,player_name,player_cap
Czech Republic,Karel Bruckner,GK,Petr Cech,59
Czech Republic,Karel Bruckner,DF,Zdenek Grygera,53
Czech Republic,Karel Bruckner,MF,Jan Polak,38
Czech Republic,Karel Bruckner,MF,Tomas Galasek,66
Czech Republic,Karel Bruckner,DF,Radoslav Kovac,23
Czech Republic,Karel Bruckner,DF,Marek Jankulovski,64
Czech Republic,Karel Bruckner,MF,Libor Sionko,30
Czech Republic,Karel Bruckner,FW,Martin Fenin,5
Czech Republic,Karel Bruckner,FW,Jan Koller,87
Czech Republic,Karel Bruckner,FW,Vaclav Sverkos,2
Czech Republic,Karel Bruckner,FW,Stanislav Vlcek,10
Czech Republic,Karel Bruckner,DF,Zdenek Pospech,8
Czech Republic,Karel Bruckner,DF,Michal Kadlec,6
Czech Republic,Karel Bruckner,MF,David Jarolim,16
Czech Republic,Karel Bruckner,FW,Milan Baros,64
Czech Republic,Karel Bruckner,GK,Jaromir Blazek,14
Czech Republic,Karel Bruckner,MF,Marek Matejovsky,10
Czech Republic,Karel Bruckner,MF,Tomas Sivok,6
Czech Republic,Karel Bruckner,MF,Rudolf Skacel,5
Czech Republic,Karel Bruckner,MF,Jaroslav Plasil,37
Czech Republic,Karel Bruckner,DF,Tomas Ujfalusi,68
Czech Republic,Karel Bruckner,DF,David Rozehnal,45
Czech Republic,Karel Bruckner,GK,Daniel Zitka,1
Portugal,Luiz Felipe Scolari,GK,Ricardo,75
Portugal,Luiz Felipe Scolari,DF,Paulo Ferreira,47
Portugal,Luiz Felipe Scolari,DF,Bruno Alves,11
Portugal,Luiz Felipe Scolari,DF,Jose Bosingwa,8
Portugal,Luiz Felipe Scolari,DF,Fernando Meira,49
Portugal,Luiz Felipe Scolari,MF,Raul Meireles,9
Portugal,Luiz Felipe Scolari,FW,Cristiano Ronaldo,55
Portugal,Luiz Felipe Scolari,MF,Petit,54
Portugal,Luiz Felipe Scolari,FW,Hugo Almeida,9
Portugal,Luiz Felipe Scolari,MF,Joao Moutinho,13
Portugal,Luiz Felipe Scolari,FW,Simao,61
Portugal,Luiz Felipe Scolari,GK,Nuno,0
Portugal,Luiz Felipe Scolari,DF,Miguel,47
Portugal,Luiz Felipe Scolari,DF,Jorge Ribeiro,8
Portugal,Luiz Felipe Scolari,DF,Pepe,3
Portugal,Luiz Felipe Scolari,DF,Ricardo Carvalho,43
Portugal,Luiz Felipe Scolari,FW,Ricardo Quaresma,21
Portugal,Luiz Felipe Scolari,MF,Miguel Veloso,6
Portugal,Luiz Felipe Scolari,FW,Nani,13
Portugal,Luiz Felipe Scolari,MF,Deco,53
Portugal,Luiz Felipe Scolari,FW,Nuno Gomes,69
Portugal,Luiz Felipe Scolari,GK,Rui Patricio,0
Portugal,Luiz Felipe Scolari,FW,Helder Postiga,32
Switzerland,Kobi Kuhn,GK,Diego Benaglio,12
Switzerland,Kobi Kuhn,DF,Johan Djourou,17
Switzerland,Kobi Kuhn,DF,Ludovic Magnin,50
Switzerland,Kobi Kuhn,DF,Philippe Senderos,28
Switzerland,Kobi Kuhn,DF,Stephan Lichtsteiner,12
Switzerland,Kobi Kuhn,MF,Benjamin Huggel,25
Switzerland,Kobi Kuhn,MF,Ricardo Cabanas,49
Switzerland,Kobi Kuhn,MF,Gokhan Inler,17
Switzerland,Kobi Kuhn,FW,Alexander Frei,59
Switzerland,Kobi Kuhn,MF,Hakan Yakin,66
Switzerland,Kobi Kuhn,FW,Marco Streller,28
Switzerland,Kobi Kuhn,FW,Eren Derdiyok,3
Switzerland,Kobi Kuhn,DF,Stephane Grichting,18
Switzerland,Kobi Kuhn,MF,Daniel Gygax,34
Switzerland,Kobi Kuhn,MF,Gelson Fernandes,8
Switzerland,Kobi Kuhn,MF,Tranquillo Barnetta,32
Switzerland,Kobi Kuhn,DF,Christoph Spycher,39
Switzerland,Kobi Kuhn,GK,Pascal Zuberbuhler,50
Switzerland,Kobi Kuhn,MF,Valon Behrami,16
Switzerland,Kobi Kuhn,DF,Patrick Muller,78
Switzerland,Kobi Kuhn,GK,Eldin Jakupovic,0
Switzerland,Kobi Kuhn,FW,Johan Vonlanthen,30
Switzerland,Kobi Kuhn,DF,Philipp Degen,30
Turkey,Fatih Terim,GK,Rustu Recber,116
Turkey,Fatih Terim,DF,Servet Cetin,29
Turkey,Fatih Terim,DF,Hakan Balta,8
Turkey,Fatih Terim,DF,Gokhan Zan,19
Turkey,Fatih Terim,MF,Emre Belozoglu,56
Turkey,Fatih Terim,MF,Mehmet Topal,5
Turkey,Fatih Terim,MF,Mehmet Aurelio,19
Turkey,Fatih Terim,FW,Nihat Kahveci,54
Turkey,Fatih Terim,FW,Semih Senturk,4
Turkey,Fatih Terim,FW,Gokdeniz Karadeniz,46
Turkey,Fatih Terim,MF,Tumer Metin,23
Turkey,Fatih Terim,GK,Tolga Zengin,2
Turkey,Fatih Terim,DF,Emre Gungor,1
Turkey,Fatih Terim,MF,Arda Turan,18
Turkey,Fatih Terim,DF,Emre Asik,27
Turkey,Fatih Terim,DF,Ugur Boral,8
Turkey,Fatih Terim,FW,Tuncay Sanli,54
Turkey,Fatih Terim,MF,Colin Kazim-Richards,2
Turkey,Fatih Terim,MF,Ayhan Akman,10
Turkey,Fatih Terim,MF,Sabri Sarioglu,13
Turkey,Fatih Terim,FW,Mevlut Erdinc,4
Turkey,Fatih Terim,MF,Hamit Altintop,42
Turkey,Fatih Terim,GK,Volkan Demirel,21
Austria,Josef Hickersberger,GK,Alex Manninger,27
Austria,Josef Hickersberger,MF,Joachim Standfest,30
Austria,Josef Hickersberger,DF,Martin Stranzl,45
Austria,Josef Hickersberger,DF,Emanuel Pogatetz,27
Austria,Josef Hickersberger,MF,Christian Fuchs,17
Austria,Josef Hickersberger,MF,Rene Aufhauser,51
Austria,Josef Hickersberger,MF,Ivica Vastic,48
Austria,Josef Hickersberger,MF,Christoph Leitgeb,19
Austria,Josef Hickersberger,FW,Roland Linz,32
Austria,Josef Hickersberger,MF,Andreas Ivanschitz,39
Austria,Josef Hickersberger,MF,Umit Korkmaz,2
Austria,Josef Hickersberger,DF,Ronald Gercaliu,11
Austria,Josef Hickersberger,DF,Markus Katzer,11
Austria,Josef Hickersberger,DF,Gyorgy Garics,12
Austria,Josef Hickersberger,DF,Sebastian Prodl,10
Austria,Josef Hickersberger,DF,Jurgen Patocka,2
Austria,Josef Hickersberger,DF,Martin Hiden,49
Austria,Josef Hickersberger,FW,Roman Kienast,6
Austria,Josef Hickersberger,MF,Jurgen Saumel,11
Austria,Josef Hickersberger,FW,Martin Harnik,8
Austria,Josef Hickersberger,GK,Jurgen Macho,14
Austria,Josef Hickersberger,FW,Erwin Hoffer,4
Austria,Josef Hickersberger,GK,Ramazan Ozcan,0
Croatia,Slaven Bilic,GK,Stipe Pletikosa,69
Croatia,Slaven Bilic,DF,Dario Simic,98
Croatia,Slaven Bilic,DF,Josip Simunic,62
Croatia,Slaven Bilic,DF,Robert Kovac,74
Croatia,Slaven Bilic,DF,Vedran Corluka,20
Croatia,Slaven Bilic,DF,Hrvoje Vejic,2
Croatia,Slaven Bilic,MF,Ivan Rakitic,8
Croatia,Slaven Bilic,MF,Ognjen Vukojevic,5
Croatia,Slaven Bilic,FW,Nikola Kalinic,1
Croatia,Slaven Bilic,MF,Niko Kovac,77
Croatia,Slaven Bilic,DF,Darijo Srna,55
Croatia,Slaven Bilic,GK,Mario Galinovic,2
Croatia,Slaven Bilic,MF,Nikola Pokrivac,1
Croatia,Slaven Bilic,MF,Luka Modric,26
Croatia,Slaven Bilic,DF,Dario Knezevic,7
Croatia,Slaven Bilic,MF,Jerko Leko,52
Croatia,Slaven Bilic,FW,Ivan Klasnic,29
Croatia,Slaven Bilic,FW,Ivica Olic,54
Croatia,Slaven Bilic,MF,Niko Kranjcar,41
Croatia,Slaven Bilic,FW,Igor Budan,5
Croatia,Slaven Bilic,FW,Mladen Petric,24
Croatia,Slaven Bilic,MF,Danijel Pranjic,11
Croatia,Slaven Bilic,GK,Vedran Runje,4
Germany,Joachim Low,GK,Jens Lehmann,55
Germany,Joachim Low,DF,Marcell Jansen,22
Germany,Joachim Low,DF,Arne Friedrich,57
Germany,Joachim Low,DF,Clemens Fritz,14
Germany,Joachim Low,DF,Heiko Westermann,3
Germany,Joachim Low,MF,Simon Rolfes,10
Germany,Joachim Low,MF,Bastian Schweinsteiger,51
Germany,Joachim Low,MF,Torsten Frings,72
Germany,Joachim Low,FW,Mario Gomez,10
Germany,Joachim Low,FW,Oliver Neuville,68
Germany,Joachim Low,FW,Miroslav Klose,75
Germany,Joachim Low,GK,Robert Enke,1
Germany,Joachim Low,MF,Michael Ballack,81
Germany,Joachim Low,MF,Piotr Trochowski,12
Germany,Joachim Low,MF,Thomas Hitzlsperger,33
Germany,Joachim Low,DF,Philipp Lahm,41
Germany,Joachim Low,DF,Per Mertesacker,43
Germany,Joachim Low,MF,Tim Borowski,31
Germany,Joachim Low,MF,David Odonkor,15
Germany,Joachim Low,FW,Lukas Podolski,48
Germany,Joachim Low,DF,Christoph Metzelder,41
Germany,Joachim Low,FW,Kevin Kuranyi,47
Germany,Joachim Low,GK,Rene Adler,0
Poland,Leo Beenhakker,GK,Artur Boruc,34
Poland,Leo Beenhakker,DF,Mariusz Jop,24
Poland,Leo Beenhakker,DF,Jakub Wawrzyniak,11
Poland,Leo Beenhakker,DF,Pawel Golanski,10
Poland,Leo Beenhakker,MF,Dariusz Dudka,26
Poland,Leo Beenhakker,DF,Jacek Bak,94
Poland,Leo Beenhakker,FW,Euzebiusz Smolarek,31
Poland,Leo Beenhakker,MF,Jacek Krzynowek,79
Poland,Leo Beenhakker,FW,Maciej Zurawski,71
Poland,Leo Beenhakker,MF,Lukasz Gargula,12
Poland,Leo Beenhakker,FW,Marek Saganowski,23
Poland,Leo Beenhakker,GK,Wojciech Kowalewski,10
Poland,Leo Beenhakker,DF,Marcin Wasilewski,27
Poland,Leo Beenhakker,DF,Michal Zewlakow,76
Poland,Leo Beenhakker,MF,Michal Pazdan,5
Poland,Leo Beenhakker,MF,Lukasz Piszczek,3
Poland,Leo Beenhakker,MF,Wojciech Lobodzinski,16
Poland,Leo Beenhakker,MF,Mariusz Lewandowski,47
Poland,Leo Beenhakker,MF,Rafal Murawski,9
Poland,Leo Beenhakker,MF,Roger Guerreiro,2
Poland,Leo Beenhakker,FW,Tomasz Zahorski,9
Poland,Leo Beenhakker,GK,Lukasz Fabianski,8
Poland,Leo Beenhakker,DF,Adam Kokoszka,7
France,Raymond Domenech,GK,Steve Mandanda,1
France,Raymond Domenech,DF,Jean-Alain Boumsong,23
France,Raymond Domenech,DF,Eric Abidal,35
France,Raymond Domenech,MF,Patrick Vieira,105
France,Raymond Domenech,DF,William Gallas,62
France,Raymond Domenech,MF,Claude Makelele,68
France,Raymond Domenech,MF,Florent Malouda,39
France,Raymond Domenech,FW,Nicolas Anelka,48
France,Raymond Domenech,FW,Karim Benzema,11
France,Raymond Domenech,FW,Sidney Govou,32
France,Raymond Domenech,MF,Samir Nasri,10
France,Raymond Domenech,FW,Thierry Henry,100
France,Raymond Domenech,DF,Patrice Evra,11
France,Raymond Domenech,DF,Francois Clerc,12
France,Raymond Domenech,DF,Lilian Thuram,140
France,Raymond Domenech,GK,Sebastien Frey,2
France,Raymond Domenech,DF,Sebastien Squillaci,13
France,Raymond Domenech,FW,Bafetimbi Gomis,2
France,Raymond Domenech,DF,Willy Sagnol,56
France,Raymond Domenech,MF,Jeremy Toulalan,13
France,Raymond Domenech,MF,Lassana Diarra,13
France,Raymond Domenech,MF,Franck Ribery,27
France,Raymond Domenech,GK,Gregory Coupet,31
Italy,Roberto Donadoni,GK,Gianluigi Buffon,82
Italy,Roberto Donadoni,DF,Christian Panucci,53
Italy,Roberto Donadoni,DF,Fabio Grosso,31
Italy,Roberto Donadoni,DF,Giorgio Chiellini,10
Italy,Roberto Donadoni,DF,Alessandro Gamberini,2
Italy,Roberto Donadoni,DF,Andrea Barzagli,22
Italy,Roberto Donadoni,FW,Alessandro Del Piero,86
Italy,Roberto Donadoni,MF,Gennaro Gattuso,58
Italy,Roberto Donadoni,FW,Luca Toni,34
Italy,Roberto Donadoni,MF,Daniele De Rossi,33
Italy,Roberto Donadoni,FW,Antonio Di Natale,18
Italy,Roberto Donadoni,FW,Marco Borriello,3
Italy,Roberto Donadoni,MF,Massimo Ambrosini,31
Italy,Roberto Donadoni,GK,Marco Amelia,6
Italy,Roberto Donadoni,FW,Fabio Quagliarella,8
Italy,Roberto Donadoni,MF,Mauro Camoranesi,35
Italy,Roberto Donadoni,GK,Morgan De Sanctis,2
